wID,Key Generated,Entropy Value,Basis Kind
523,Quantum Key: ff21f3a472d3f43ee31416ab7af2379cdd61c8f624c902de8495b759ac7654e0e3186b341215c75e372c46a49bac5f047149761e1c82574d77762c5ebc08ae4a,543506.933425,circle
524,Quantum Key: 80d92199a943ec2ebf6e862525688ce6e78ce0c34912baf6d8ee0eee1bfe05a65426f2206f4b03dc6458812006faa228b00ff7467c9a335e99615fa84dabcc63,160385.807803,circle
525,Quantum Key: ed9a203ec0cdebe826be3ad89946d07a92fbc91c4f96ca5d70cac1472c17d9fa1ba73cd48e3974d2ca8e3b4d7b61118d9b19f976725f337b1e99b4a0a270dc8a,393995.389658,rect
526,Quantum Key: b793aafdf4aed09fa229897f19d67be988ba07de3dc132466b6a95ef96d450d886dd28edc0125bfc427aadde329aeea7122b06f770879c66d9f6b518ba16bde1,144516.826828,ellipse
527,Quantum Key: a7ea669b8ffcd76ea27ffadb26587fd223fb0505ada66df5cdc86d9d5f72dec816753bd35ac54c0ba951d31f1e617faf3e9ecb26211e13969d9028fa1f8aa1be,79942.253066,ellipse
528,Quantum Key: 5bf95ef559b103c6c2278acf7968130f948ce234dd081e0e05f14b4ab0e146f13d18a58d001370ff7fddbd76a8307cf5116dbd3de66899a0cb8e3850d84704ab,127450.959003,ellipse
529,Quantum Key: dc294f68794b3af7a08e7b50c8324ac0667faff097d6147ee053077943e0d16b4464566fb08c2fd76a3d9378ef8b006ca82705fc9e3fb8d182421daad32533b2,261283.190428,rect
530,Quantum Key: 5dd1ed2b6ce26798fdd2ebbe16426f314953c2acc2b83b8eafd13950c1557ffbeffd7afce114a8d6b76f1f7aa11c29d565c877c828fea05c68b205a049574ad9,395425.569977,circle
531,Quantum Key: 7bd184d1e3d94fd9603b790dfb27eeede49183074ede66fdb7cd1bdf0e51df523bb3d8279149956c31307195d876e9f29713cfdd141d5f9d0a662c431c4afa18,290019.410363,rect
532,Quantum Key: d49d094dd44b8686f1e5edc2d2db1916187bd902bed45b85d340ce4509f3d65b341b072a9c8cb0e5e41328a60369710623eba3692f77eb58a6ce718859e2cba3,201798.872239,ellipse
533,Quantum Key: 8f8811c09fb4825995dcb5fa97dd8b704e19606ec4928f800ff3c3266dfae339cf8a2dd57a64444ee298f823c61b835805fbc3ff6296e6cdd9f13dddeace0fe4,94351.236571,ellipse
534,Quantum Key: f9387bfee2a0a31cf2daf4caa6fad91efae468f8f6800b357495ae651236925e10800081274ff7f296a1708b6a3ef0e31f151f5ce244fc0f6b17b4a34a3458f0,168329.361603,circle
535,Quantum Key: 9600ba10e1e558101a0fbb122e82dc34c84d820fdb486e17abd6564eed08d49d7afb3775239c0fdd79dc4b4898da2ecec555fc7aad6ba85c4a43f776986aff77,411353.859334,circle
536,Quantum Key: fa998cae9dfafbfc84290e6a1c681b9ae8b37d751b12926f524dc38d27df907da40834bf465a2c4d6f809775046b381bc25190eb1faa4e77b25987e7ba1c7f0c,176929.868367,ellipse
537,Quantum Key: 9960bdad0baeebdb4d04a1f4576b8946c1260fcec2287003ed4ec882ae77c4cf7df890257d8604e5bdea00727337e2ecb06deedbe5ad261134ba1905da492606,227256.607730,circle
538,Quantum Key: 82550f5591481da02af24b39602e71e561ba08a39679330050b60beebd55a3135ff19f90e4261085ecc1a32665c0201c5ae899dfa47212bd76848aebfb05ba35,383302.066138,rect
539,Quantum Key: 45be4a6eadf88c17ec74fdd8ab848d077e3ab87d89474dd84aededf56d5f22842f9504e63b04c07107a42fbcacd35a978676e7256de9511ebf396b3c42b28e30,91091.662699,ellipse
540,Quantum Key: 55b57477465d46aaaa600be63c50f3f46178c951ebb2e7b47010d2c1a83aa1803310f2b28d4b987556e4c9c05498dc61d65e2a93cd09cf1b8fb9a096e98bc75e,303308.765677,circle
541,Quantum Key: 03d41f9f820752a6c46c202f2a0e79415beac9005ae6c8a34d2bd43071466c6921750c713d28a2a3f951fc3c5128b60dab3487581c533983eb1081eea24c6733,255778.563192,circle
542,Quantum Key: d8d0b154abcf88cb7bfe5a1515a234396c08592d47b340ac84a2b767b9e4a493f387c985c88f29874978321f9e0296398bea6d263b80c041f4b1d3e9ad9f872a,122167.170515,ellipse
543,Quantum Key: e5d75b0e57da226bb044cf04a9d345496b1f93919921606d7fd5a881ca98990f68575b8ba1440329166b1f600024d4a81d202b06b4c05f6a8e01f6dbe153caca,674674.741521,rect
544,Quantum Key: 8560a2fc12b5f61358bb97781e3885d3d0b23b17f5458812ef3c75cbc46a59000e01592a20db5da5f18a785e3e1fd800d4be7d28a22b21946af7178a229ab537,240582.429861,rect
545,Quantum Key: 70e1135f73f0fa3545a9ffb41039b69de7c78e5e0e66dd5257fd898a83e23f4d0b81697c55006eb8a999d3ef9cb2c0184c7ad4a6d91291fb5be07d2b9c364df8,259863.657080,ellipse
546,Quantum Key: cd15d1263156e04590fecc98314c66c966e9585e803610a189e953458038e26fda9e950f62fb137daad1df2787b9574c5975031035834a7532451bd2afce0428,346895.876505,rect
547,Quantum Key: 19e9a1492134df154f19e670c5add954894ed595b8c0e03d7a8735caa1701ee3d72217e9b740b292c554c29eb1c8e8edf461e38a9670e3d2e476c1d277f3ff20,183940.741113,circle
548,Quantum Key: 19c82f48ed7d3ac2a3a3f6ae1219b9074482861a2048f888be28725935a23c604d4b7d3ceb818d6277470a7d4fad8b9b51f3ce1860d5be6ef2bb85d599928e46,137267.190612,ellipse
549,Quantum Key: b8a37c15c6e5f7b54ff3bd6797c45ac3392725dd8e3e1fe90ef6725bcb5896a5b4bfef9a95666b080c34989dfd1cd942185bd0afb4212a6522c4859c41a41017,255069.235588,rect
550,Quantum Key: 6254f20676203d5ac7dec6baa355b0500e8fc862be8a3ca4fce0019c47115dfbbf6c03add51ad0f0fc6e82ea757d96433ed32414af97bb8fe3a82cbf0e3459e0,213288.284098,rect
551,Quantum Key: a4d29ed6d79b2ad5e3a81b5ad8350f1aeac1679171ff47354cac8a146a5dd24b15898001fb8f61af719725d5d7d37d8a8818ed2e108bd4ab934aa7b0a03bb2f1,93495.062008,ellipse
552,Quantum Key: 0b4e24e0279224fe8abeaca86f13ea341419a3ad5254ce105a44ff2951f50d1e8ee600d1545bbee794c21bf7eef98ea1928a1b482311831ff77b4b5d5c305d2d,277124.360471,ellipse
553,Quantum Key: 6a512e3caa74207b2cf370d804a8451977e9f8b79665cd04eb975a7b62fd2e6cc9b604cd6c58078ac2d6b7ba467fa6349e3901bdddac8aeef23241b3e8207714,385598.244905,circle
554,Quantum Key: 31530ca6ed446c61fc4b7eaba181ef1fbf6f0e039c5262ec1f8ea023abe1dbfac0d4184fa3021055116bebfd470bafc65c7b2f4c90e09169d86f8bd970133874,238622.234005,ellipse
555,Quantum Key: e1bc85491ea0d384c2dd1628eac0b052fd071498d82383fec209f81895de13abbe7bbf8ab7ef7ac134a63ead8adc54bed66087fe6016f735cfeb962bac8edbf0,248766.205548,rect
556,Quantum Key: 85ddd4f015c55b4436121d27df10e2cebd8bb453237ca15ad612eda831d598336005da85158b9a76cae5151740e3a410b6395a39000046e9c30836a17c582e73,441617.983214,circle
557,Quantum Key: d9c7b3d7a1a38e2651248c1631479f451a8ced195517b79c14fff71eb2193ab81e939ea4b0c98e69cba06fbfbcbd7dd187a5ce5dd6c1aa503e6355adebd61cba,181593.143014,circle
558,Quantum Key: c418399ff9307819959605ecab7e998254633e56fcf7497becc24c5b820974b8ac1c61373e01d2a694dc8ab9aa62b6c4a9a49a1884cf311e2f301ea6f2bc4a95,297956.080971,rect
559,Quantum Key: 2e57e3ce72d862641870cd6a5f30d871a4d046bd0e984ccf80e1885d0ded358c16af57e426df10b6d996d3cb8106ddbdac041592e0e80028bcf4a08876e2a39c,306163.015824,rect
560,Quantum Key: 7e9dde18cc5a79ff2197e30de2b084df23f81c74a54547bf51a52a2f9de0898dbbc726a792485075c04a9598471beb7a0d24f1d6eec3a00fb854c561bc373493,649713.521920,rect
561,Quantum Key: de917927e640969b0d339a6898188a246b31f2858de0cc9477f23abb953f73ba550db24be8eb5140c9d230418acb94070926e422ae251f49a86e1fdf1c3b5e23,443625.802871,circle
562,Quantum Key: be3bdf88ecf44a2a35f6d7a3cba0e89122f689491b1cf6f4d4f6258f3343a558d901819accb67d1fa935b4102731c1740f86308ec3321abb2ceed307c211d5fe,111833.763764,ellipse
563,Quantum Key: 6b6375b5e97ed5ab30ca455b7dfa050fa763c354db80cd1d4607a2545b05655f1bb70dbedc0902e1980ad02548b1b8d5d1db528c05387d85df0173bc21f51f5e,387861.206763,rect
564,Quantum Key: 9eebd46639f114ef35d436c0057cb3f18a975b1b6843e5b22e362b9f44aae452cf07fbeb0c2f527c7d1d0ea220298adea08ce353b8336a339d5c5981e480f266,92953.998960,ellipse
565,Quantum Key: 4a668a90f73ae3bacd572183bb8799ffcabd7ee0452cf1b0ac36593cba659929bd08ae522417a31d9ee7dcd940b0f9c53e6c629b166881dfd57e28291d8fa311,284907.210849,rect
566,Quantum Key: 22a32932979fab173ad71b023588c552cd8af9543fada6ee7805885226bda59b353709cfd62506a61f2ccaf78eabe0336eb204a7f8b2bad0ade2131c8dd1d993,84925.569851,ellipse
567,Quantum Key: 030e2cc14734b291468529176b36962455742400e2de0abf9615ffb7137fc9ba7173aa789ea5682ad6613d23c3619b00f36fb1d362180ce497d6ab0635f16533,212779.906560,rect
568,Quantum Key: 1a5a758313cffb005bf6d085cce6feb8aa18fd8181281a823e4df1dbedcf9d385cf47d49a18b3e095429e31daa21590d9eee17fc07130388398d5a8b6ed4383c,695745.609357,rect
569,Quantum Key: dba19aff5a2943e80e1c48adcce1e204da15092e38a38f8becc98feaec7c0b23c51d3873460843305b60710cc0cd1c0ae3c04c51f147cd5e7ad93ee1960ab753,379953.975943,rect
570,Quantum Key: d36b887eb8f5abdad6ff8eb709d799c5677fec2529f3e45409cde080b4e25df34faeba4dccde350fec9f49b3bdef7b850793066801be1bbb7c05237439d3b170,564076.109878,circle
571,Quantum Key: 7d2d934d08aed486e6bc9d67666e25d5e0b0430b29c4707cc036704d23ee507950cbc33ac65704c3801e3b0b7dbe7aea59af4e0c587064b06451ca87d07b1d46,491929.936697,circle
572,Quantum Key: 183a6e8220d068081da95819e472a7f8a4771c4ffb2c0cc9542806fc0c76b2835088252509dbbb590e473b34a301c2b055ac6ff99cd65c40e34273d08b08c180,578872.787576,rect
573,Quantum Key: 0392430bb87f890085927a9e00eec2083d5a92feeffaa9301707ba25c6d4d71f7866fa40118ae6482fd25227679c79f95d11bf9456c4fa70d4cdffe1272c3456,193298.800673,circle
574,Quantum Key: 8b976dff9482caf9f467ea738c414c4e31b9314de51d9de8bd6de25bc8a4e5253886cd6329b12c782a5ada7dc119f49f18b345d6c831e9a414307c32fbe8ab39,375033.461736,rect
575,Quantum Key: df8d1c98d7c97b7934c5fcb5c7ef09e651c7e7cb3393c76823a4b113ba74c87efd678133d5e4d753d4ddf2540e724db1ecde7b2424bb7dc4c934a4786c6df13f,547760.477689,rect
576,Quantum Key: b36ad2bae394a88f1e743ddcc7d747506880cfe6c7d5385db571e7286a7c7c898c04b756642170df5fd2c8027f0bd9864317e3f259e8fc4ed2274d2b0e805f8b,437458.673635,circle
577,Quantum Key: e0048819389b7ff62e7b332fac76ad36ea6718aa8b7d4cdbb25ec6f7535dbb93d338dff2b62705324f5e2a48187aa6881f69a36e1f4940ce73bd23a49c57b23e,230123.706534,rect
578,Quantum Key: b486f30a42f0be734712936daa7e7298720381f9c2b79bc91fec52b8a415146c029a23cad4e75544d241f2e5b2067b15de5c0d094519c4aa0cfd49d5fa8745e6,673728.408255,rect
579,Quantum Key: 3707780347162942fdfd6bb1b647b1fabce3bd6efb663b009c4bbe30547c520cbf1d5bea759320fd10f75b1dab7576f8d92d1327e14e17a84611049a7d7da5a4,677888.451262,rect
580,Quantum Key: c5c631bbd544cf12397effb370dde285ef3a9e5b15b805cc5045ca645260df1b77f42d5c73a57c46b195c0ab2ff1751ee34bbf1ea6db1d121a4ab37b0ee56293,155563.080089,ellipse
581,Quantum Key: cc78e26cf476f5167702ecfc0ce502f5b2fece2ba65d91d32f2a664c1353c0fe311957b4120224f38adfcc3f5b23908a6b4d351237f8cc967168e6d7705d3cd4,204591.203414,ellipse
582,Quantum Key: 1d309c8b0e527a8cc3e1cb939d7f8c44b9e9bdd82b24406087a6b2ce3e49de9c5fdd4427b5ec6d723470f441f9bc76fdf51a7b1ea73080d2b681c32d34cafe8f,131719.645872,ellipse
583,Quantum Key: 1cbd14f3e787f2da93a6df3f4eb3c4235aad0f9c38d48ecbfd2a0bac534c6314da3f5a095e50d76a3c01ebf707e0ac957c6c9858e02f0a9ddc63cb48d0293ae6,200595.889938,circle
584,Quantum Key: 92998ca64f810f560dafc8f6c845c2b65f7859525bb0f6670c3b08e5a301c0365ccdf81c574244b0a3c573766ea04d14e3318ffa10b6250ada4f2a77bee19d58,200448.413894,ellipse
585,Quantum Key: eb0107086f15c9427b774fdd4e37cc897ae415c3aead281cb56a57e4fffdba6bff0e3141029bbffdee34ddb91e08675a9efa1d426a2c9c0a6677127bee67ded4,452547.689254,rect
586,Quantum Key: 23705f72eadace5ed14ae9e05942385a0cd8f84f93458e708c6ab1cec21424f348940cdd67bdc45549bd83343bde0006b714c6e7d63afc9e211f84d43520a1bf,274805.774369,rect
587,Quantum Key: e3a94b68e3033f5f9a209374da46b27e3692d3daeca36d98d388384bd103e520e5ce6aac1832d70ed708bcfa5fe9eefa83536bbf8553cbf910915c91ab3903d2,599764.612912,rect
588,Quantum Key: 249fae3035de607fb27cd355bfb713b19dbd288ce711709f22c15327f3c0ef9e552959181e766ed4966fa6f80f56bb7e06c15a0b66213143960b80ff4372f67e,306122.913426,circle
589,Quantum Key: 253246f3ac37aaef55a2be7e12108df3f2471e426167a949baf6839b64dd62e2d747953e68366e30f4acc3c45bf86c84f7b8ad87e65317d8c174f2a4152b1ad0,470044.146622,circle
590,Quantum Key: 2e74f4bc8a3e0f0d60b1e95a8fe5bcde1c30ed606f6a87345857ee82ccc405ef49765be9048690f00a8ee3e8599fabd2a0f2f7bacae132893e7c0d05994ee541,212168.943163,ellipse
591,Quantum Key: a4644ccb084b3756770c2faa9110ead0a5f3a3e9035fe6b3540ce72e270c42299e1ec3d1c4ef949640de0dc248074ef2ce5137843b5be720464f7c6e16fb0c2d,261305.227891,ellipse
592,Quantum Key: 5b7682ff4e68a8c444f145c7fd78680170f37f5372f8ef240bf3b5dd22a730794107423369a460130f6f45ac04f0abb9a3b5682e8ce9d84deadaa541626fc50d,279137.302470,rect
593,Quantum Key: 85b0c5cabfe48cb3d894c06dda48db0426c4134d842d4687322dc2be0794966144fcf698f9aa60f328799466f13c4e707febe45d56e513c29a7f7dbdfbbd8462,104339.828899,ellipse
594,Quantum Key: 6d58938183757fac831028e776aba5c371105f7a05e7ea622c95ff652c6aed978d20d071263b5eaabb97148f030946a8d29d010f152f38f5461ae1bf5da71806,285151.975209,rect
595,Quantum Key: f163dc59b5ae6acc5588d0c4c7cb369d29d340f221a7b415fca2734db74b051de1eb791ee9ca8a33e64762816fbd215a0fbee5959f124db0c84ae8a31e10bd01,435631.955011,circle
596,Quantum Key: 9a6e848c9cf44416533f0b8383c6f72e927594e03972c9da5b53ea3668db5871c496f51007340e9e10e9fd510d91ecced32afaf044123962fc6d47e800e6e91d,292865.963626,rect
597,Quantum Key: 612e7fdb9b83b4abfd31eb2be80db6928189e2f58d89bf1a7b672268f20a30b8192b3906c4445663987233a203165d6ecef78f5e2372c51caa49afed9b0cf1bb,99760.442815,ellipse
598,Quantum Key: 4dc7f78a6389800e547b72419c120a933011325f249aed98ced5518d9a0592c047bc8bb4d2f688785cf3dfdb298ae015e517d247c18bad07803241b98a17470f,116376.074163,ellipse
599,Quantum Key: bb66f10e7a5f15e4182c827d508f2a2f23a3dc740898bcdd66c08af598727ddca553ce3afacf305e9b2bc7f8b8a851e97d133c33c243cf6da20f002616d6abd2,136042.414541,ellipse
600,Quantum Key: 9bed677694068c6252e0b0015429bac7709eb271e61687e5c76e56fdf1dc2ab082cfbcb4020db0386aefa832ba40c610644f52604c9f92259592f42f4784d0bc,327694.734831,rect
601,Quantum Key: 823407cd647cc2c0b57f4ffdc8bf330d23986d04e4d6778e9d73bec2d684d26b5f4d057953ce25678d5bb73bfba0c53eee8df0bc70e5d42a53c27c56f730fb27,211165.567737,ellipse
602,Quantum Key: 00e2f388815c3cde4f32f4d60ebb7e69ea29ffb40c1d8623396b9f3b8cad865b3d879fdc8c7df35e7451cc2b34f3897b3b685f2ef6364b4009e25d0d0ade8b68,285901.896346,circle
603,Quantum Key: 910381a48e9c3b1db3026b974b7f03d5c509381212b460c47434971e0c270eefb4e34ae84e48045956b90766ef90ff6d86d203899db8ff9f2f6ad8aba7b7b37e,81603.099130,ellipse
604,Quantum Key: 1d5d055c6d35a8cecf138f4857ef7b0b08b0b16efebd3ac7f22902cc2fdd2a3a13e91f054e7d8790a6b44806cc62711502ba097edfb28b177b9de5a48eec456c,386380.300101,circle
605,Quantum Key: 474d45ec1bedd4c66ecb1d36bb7c36def561a5f1f03b0f1232a7138ce54d9c5b573c2409d14d106c783b7c156a234253fd27c63d8cf329a1b78a3796332671cf,148421.720053,ellipse
606,Quantum Key: 924d516807ff27d05b91e303ba6bc73521655ab59c47336ed2d0bdc5b2787672da5cb3950f2adb38801904d3bba8b005c4fb96ef55a0ef669eee6ee443131289,236510.774734,ellipse
607,Quantum Key: a19347d324ae3d96ebfeb5c71e97c73ed17b6830d052ff2018a4c2c677fd63491e36742e3ca4798ba59fad13fddcb5a0779490307cdcb0ace313b6a6235ce234,249970.069929,circle
608,Quantum Key: e6591fa36d4ddccdbbef74627ef1ca9b87814d63b7b98b73a5a457b453f585d11355dfde4cfc67653926179e8b75412c830502adfdd49e13370dac265415fa99,240669.450872,ellipse
609,Quantum Key: aee2781ddd90430bbda62efe18d4251dea1f9a39e48ec2c72be12a5d65761b835455faadf0d72f09e3aba68868b68dccb7d1cefa46402e6940e1d910a9762082,444080.529001,circle
610,Quantum Key: 5b42309920734082370491b68f5b29acc0b79a4ad300b6e4e88aa5624c8b64917d0bf3d1e00089356e4b05bd7a76f50cd2abccd7a8e3b9786fdb51b70dd67dd4,269114.566650,ellipse
611,Quantum Key: 3a569d59c4224094ae9157943878491ef38f6a98c506a95802dc76e2c6adb45f326a3704b2e130cf5261704322266328bec2b60a1edbbb914f0aba02e0c9a677,310093.129900,rect
612,Quantum Key: 1812a1bbc41143a379bffad9c2688f6268483fc873cfbe4c113534c0fc9ce8ffa66a7742ec2c0435e6ef462cc591260341b4e4eade5292b7a740b6614fcc99eb,666981.939044,rect
613,Quantum Key: 18ea97cc906798a6baed5408ecbe7bc8f02023481c0ff9e8c824fa5cf1157e1ccaf2ae1e2b94e61424bdb3955c68f0d92c8402dfe647d5b3077d10561bd74028,622405.213829,rect
614,Quantum Key: f276b083fba7bc5735d213b2ac7dd9b0e8bfd909b9ac782f5f08314e0a92d22f495a53e7e4326a9505a91890b8e9e1399a434212330cdb9af34ba2f58f847332,209998.262934,circle
615,Quantum Key: d3990e7c1cd46fe3b50b2f11acc44526d0bc88e5611cd381c606d1772fca0578cd56b43449fff3ed6005670a32040062a14c2bc02b273634154945b04493b3e1,357979.216280,rect
616,Quantum Key: 105b2e58ca3f8069ccf4b3950e4c343041d59359f13207d46d80be3a18134e09fd11681a6b542a9feec8b57e195972278dc9bc65191e3687784a5acee40f1157,227498.260807,rect
617,Quantum Key: 3ff62272c3088a2d71773c17c6164f82d02bf4126c6a60445fc821a71cbdd2175c2120e284955ea6d68fd7abbf9ac693ce8dbcfa25c40e90ed98dad89538c2ac,196009.442193,rect
618,Quantum Key: 9f2d0c56deac1a368d317670a8dfb4d9a022284358fb64089f5063228c087229feb063e7aa072265a6234f7be55c2716aa73f64ad8982e827d0c09430417877b,266745.952688,rect
619,Quantum Key: 0611b4257224710314aed8fa6134abf61fcad91fdd19b9e73547c60f106266293c126ef5df70fa20f8208282568e91fc7dbb3faa281d5505043b63567f3a098a,155348.222609,ellipse
620,Quantum Key: 2f8f99ea3f0241f46437b9914fb91dbf5880e81404788cf813a7a1cbc7e3a2bb7e80762577976a57da9c3e2d2636ed735cc759e5bd68bf8d32f39a8902c5e398,682626.022027,rect
621,Quantum Key: 9d7dade92096c6eefc05b3343f7dfadf7e8b5be60da34b2b322bf31b7e68fdfa1c62d29f286d6d70301da7e08530173f9351792dc4c3d545fee1caef814e866c,529577.941847,circle
622,Quantum Key: 4fb4875a2c1e5cc2bf07c3b8e2ae4f1bc31caf7873211ecf5c89d5241ab75834bea10190cc96e3caa2fcbb4141894896c024900f965bf71c950816dcbae1b98f,141831.156238,ellipse
623,Quantum Key: b42d18f1714799478f1c79c56dcd835cac802a398dc869be08416f7acdf1fd6d69b34df497c6d885a8078dfcbf6f6b40b4bcfc45b848b47ed768790bb58615a9,603006.704087,rect
624,Quantum Key: e629b2fd44458327c097bb6b9a9ba03fc6688440560ec69d26b5fbf5354c875b67c4d2849a69291a3ba9189f071cd9c032f460e5aa16a332a5de8a6fa057807b,284669.781540,ellipse
625,Quantum Key: 7f0d572b5904dad03930bfad1c4ddc9e8fcd2cd7880c7f545dbcdb3c80da511ec048e58405851538e1a5bef122f3e0b748e78a0b376744de40ec32f606d92529,246018.985828,rect
626,Quantum Key: 7267e31c837fdf362d8b73fcb494d4269d42139d4bad4e82b5261efffca08cab4e62ffbeea61f6a351fa403279fb70b1d8f8f10af9b79f07e0e0555afcb3d79d,415468.950988,rect
627,Quantum Key: a1fd6abd76c9cbd5c96d39fdfa986112f92428730113c06549d851108fb0e21a6dbb3bd88c270feffd9afa124b1315aa3298faed8ac6430c772f3081551c2e33,376983.141945,rect
628,Quantum Key: cce883baa1035fccda3b5cd7cf5880f0b5f1a0d32f5830ccc5cbdbfdbd6fd184556fa85d4a4fcf3c1d81b09f95b5487e90a1a789b1379a9fe2f14f3d08cbe54e,190626.474963,ellipse
629,Quantum Key: 7d87d2bd2e39bd085815d31596ad02125e89c30bf3514af94ad42d0d6f2066750c89d74f66629556ea5f1df4c3d61c8ef46e30a2640f87efb9f7c72e1a8ab9c0,337967.076018,circle
630,Quantum Key: 29f548614d206afa0811ec75cc253da8e4d28f5fc43bc965584d1357e8b0fa0e7fe7d0c9855c48b15f6a64030a4ffc17ae9f4e6747017f4d1b49565a11076c9f,516011.536543,rect
631,Quantum Key: 030fb62ef5713ebb8c35a3d85b2647445eb352b62f75fb30cf4c2cc4b8e90b106065dce3cc43c7d6832111746c9409c0b85506aac86d94a11d789f43f2608e13,652645.365165,rect
632,Quantum Key: e2323889e0cd36a8e08e0bca3295875f97412c48386ee08aaac3e51eb5143f4db5109ad5b992bb2b5aec64eb2230064e739dacd05a5f23d2390ba4e654f7c74b,258702.195461,ellipse
633,Quantum Key: 5dab932725dc43570d06828519a997b072b80fc25902e3848ddc6ced51f4a51ae4de9a77aa6a6e9418aeb1a2d9e9c623694b421071f4103bed611896dacbc666,205829.068450,ellipse
634,Quantum Key: a68ed452b7cde47c0bce24485920e49f92d438dcf5448fd678bf345e86c14f2b510f42445a787030310db333a94d8a5c6d8326f86bab15314bb0bd4c499e233c,562102.178460,rect
635,Quantum Key: 19ab27de14805528fc3eb92e5af742735aca170e3b90d371570c5ced83553784a00a14b425657c0c38f7413918c701e7670a8c19000071d31776d90295304e92,389217.618997,rect
636,Quantum Key: d21060722c161901fa5094bdecb45aab773089789290f43c20efcd5ed2a00bfd3405b906c9d292c2f5f964fde4f0c103cf56165140a5e9471d8e16f3fc9f902d,162137.006141,circle
637,Quantum Key: 9e8983ae6e6d06084cae86de36e44461869330c415ff4b38ca6ce779eff5ecd9c8b62f24de8d4a2875a0add5c97a68c11d3f237dd408f49e9eb9484510191811,362387.999227,rect
638,Quantum Key: af4627df8b0435df1feb4a2386104c700be30cc8011ea69712723d79bf64c768d99a6ae2b3936f8022314e8d55f35ae8b72cb27200a4e7c6da8a9e38761205fe,228914.473269,rect
639,Quantum Key: e1301d9e1e513ac72ad7ded76860b9ecf0474e92b0ebcb78df44fdd3597539d253be3c6f65c4c0229f81e9c9fdf06321fca94b2997a3c5b74e6e810e0bdc01bb,294043.414111,rect
640,Quantum Key: ba6c7d4fee8824fd2fbc30d1c45d968bf76ad18bac97b8317958bf98c0cbbe21aede1465bb0a16c383ea324eb9c11d30799bf39eb094913fa3b05b7cb4241eb2,219834.315231,circle
641,Quantum Key: 6dd8fcac6409030121227fe364599289e78ac24c57ca7b339a55a70fd469041561971f4a7b53e24ba97859a3f263224cdc21119b8d523c3f0d56f6ac8d79d630,614438.769861,rect
642,Quantum Key: 61a0a0fba709d0a2ff057c599da7c5949fa4a2489d111bac4358d9f8768db90d6dd2ec4c8150f9b9252a15c38b604f17dead93756ac6cf08ba5490219ad5b7f9,647464.775621,rect
643,Quantum Key: 683c03792a71771ebf396b5779593553e6acb14192a900c60c270f3c3eb49ab3cf283c6d90c752c31ba865dd38fd3d3d25455de0f53b3c12721f9c0cff71ccff,446491.864045,circle
644,Quantum Key: bae7f848cc6c3ba7830a3a3dc34c38672bda93691e2c9a94a402ce4afed16dd040454a2b93104510cf1d866472196cc6d7cacab2f8e8e438c0e6eb6f31569c3f,132359.567292,ellipse
645,Quantum Key: 8aeb0f5d86664ce3807c3a7b863ee57c02262d096b7c9ffd5fd59963461c8f13a124fd6783a27e7c0187040a68b4a7d36895e07cb583d1253571946766edef00,435332.122232,circle
646,Quantum Key: e445b0d0bba3c473291bc6524bb4d16dd7626086bfc4c66c517ffcf6e839a01543c275c91807609e4f106d0e0527618a342df1affc2d8da1c0d3fbdc43dd5386,518339.670347,circle
647,Quantum Key: 2d10446c395914cd37642204d43609ca54eeb8595d024241328c761086bebeb0607a882119026a2ca9c2302eb4a27adaecfcadfd79750349625e5653c1c6a8e9,304482.203495,circle
648,Quantum Key: 22ef1834bee127fd478a022593eac5093a0f547eb845bd15a069d29d7cee6f3afbd7ee9f233c115380619140ac9c8de1e018adf385292d9d07f4551acb04bdb4,271512.466676,circle
649,Quantum Key: 0b2f533e9358e84df8c8f6a44c2cbc8f2594e3eee578826c5843696177f1bb44b402af8a58f4fa05bd5871a2c10c49268516f081d3b2a73cd7a031c8635b26fb,187771.875013,circle
650,Quantum Key: fb76a8e48be64cc462331ed30500eeb4cffaa30acef97388d1fa5e1fca572a3c5aba4c0902c663ff6f3f902e9083fba607b6bef368b2cf9632284da7f45b1cf2,253927.289649,circle
651,Quantum Key: 9014b9044156c00c15becbf7539e1938e29b6fcfcc73803a7fc777b1623a61beaac0bd097e5f37b5ebb9488fafb52bddd5ca552c771731cfc390641c303e0478,376302.160150,rect
652,Quantum Key: 109d33858e4138a57c700f0c3218f94589366912f833b0d361fe31c46c45ae4ee27096d879928fe84a0379cee715557588d94f4512b4b34befd0155afe96ce94,521422.837122,circle
653,Quantum Key: 39b410bc48a4f083386cbe5c1fbb3bea2bb1102f0447666c16446ac7f43461d6b729e9f8b4a08e735814e2ed8bf9fc73ee4d3041c0cece87d50799441049dcde,562344.468718,circle
654,Quantum Key: a13a006551851ce2ff22e564c71d532005d3a2b13dc8d4f45baf745801e48342260c2ad181630885cb67154e4262a37162d03c869c4eb4c5e97003c2faf8f948,666625.382327,rect
655,Quantum Key: b50f411c24dfa33b335bc94f789cad6cc3134579e6dd986bc52dd1613615b84c5016502259e07478c84e7cc40a1189b165a2d8fececd27cf33400347922949fd,159575.108865,ellipse
656,Quantum Key: ade48c7beab87692421335acfaca0b30b4ef0c64964e47e5db66dd7cd8140616d5f42689a746244507a1c618f1a5d340b99a2a17b4285ab924a257687b1baddc,476106.834495,circle
