ID,Key Generated,Entropy Value,Basis Kind
620,Quantum Key: 8713c11c2b77f0e48ecb8b46b3111617ca899bbf0e21d438208ae37c7798f98c,Entropy: 1.32 bits,circle,ellipse
621,Quantum Key: 278cf384f6e14f9b11a88ea7ec742bf5e4a4957977517f0baaa74906f26c3af2,Entropy: 1.04 bits,ellipse,rect
622,Quantum Key: d306fd6bc572fae20d5eec756425c8f11069e6cf0895ce0dee91c3852a532914,Entropy: 1.17 bits,ellipse,ellipse
623,Quantum Key: 052e45db0aa19b689416801d850cf31a4ac5d2dcb651cfb24725563a40bc2dec,Entropy: 1.35 bits,ellipse,ellipse
624,Quantum Key: 992b1813f3abc2c41e2eebb38607f7016ea61c9f8b0b529c2b986d1932f11453,Entropy: 1.28 bits,ellipse,ellipse
625,Quantum Key: ceb643702c94f8aea39b5ef5889d2095888377b3dffb611316e2e4011bc8fb96,Entropy: 1.32 bits,rect,rect
626,Quantum Key: 9a361ce6b65fd0ab69ebd59f5461a2c358421de0f66d45a407d8ccdbea4a67e5,Entropy: 1.22 bits,rect,rect
627,Quantum Key: 23bfa6bd74cfbfd7827ef2373503a925f2be02e0f63051ad3b8e4716b4e9bd85,Entropy: 1.47 bits,ellipse,ellipse
628,Quantum Key: 65159b8f3353ec7de267611e0709c264a9573e4960faf8ab0aff6d52a3a83922,Entropy: 1.15 bits,circle,ellipse
629,Quantum Key: 700bbf5ac0c0c3c8ac5a973a3a7f5414e66dba25480a4137327466ff9f003844,Entropy: 1.20 bits,rect,rect
630,Quantum Key: e8d3fa91430f72fa28a636897bf00f04207f52630b15811f01a1a8972713e628,Entropy: 1.22 bits,circle,rect
631,Quantum Key: 3683ee0a828a2dcd25b0956acdfe14693c2fd7b43d0aba264bc8c16c11dfd506,Entropy: 1.35 bits,rect,rect
632,Quantum Key: 1f20fe48d3a16cfa558ca5849c6d6c093067b9cbf3b9626ba296a3bf70d91124,Entropy: 1.09 bits,rect,rect
633,Quantum Key: 57ecc960426adc2cb4814260f9003ffe23aa83291c985232e4fbbd7137e7f083,Entropy: 1.36 bits,rect,circle
634,Quantum Key: e1a5fa72710de12d8893956001b179100f65bcba7a872c78e4fff10ed4429c86,Entropy: 1.41 bits,circle,circle
635,Quantum Key: 400b304893b449af9e457e0aa58a71779545d4c46dabb1765f85f49b709d1fa7,Entropy: 1.19 bits,circle,circle
636,Quantum Key: 3725163ac51720ba19c1584d45d672d68b219136dba74305f12a5e0596fb1912,Entropy: 1.08 bits,circle,rect
637,Quantum Key: 9b88cd8d6f2480b918c2806c19a9da90a41832e1546884e324eca351678f63a4,Entropy: 1.18 bits,rect,circle
638,Quantum Key: 54e5347e33ac2703a0b5d602292922beabe24c38770f381915a8ddfd35ac7936,Entropy: 1.42 bits,circle,rect
639,Quantum Key: bf8acad87ee8412ba3ad81f6017572ffc12a0a8ab8043e0d8f8c0d4e275baab0,Entropy: 1.38 bits,circle,ellipse
640,Quantum Key: 29286ea3553ffc3fca1204576eff712d617aded351d30ce98282caf41e43db4e,Entropy: 1.25 bits,circle,rect
641,Quantum Key: 5121ff02717f27c1c487cd1638904680b4265241a37c34666897b578fa77923c,Entropy: 1.25 bits,rect,rect
642,Quantum Key: 7e8b01275654bbb6136240a64cd409d5e9293882f6f7862fe3690dd93f092742,Entropy: 1.30 bits,circle,rect
643,Quantum Key: 97c89c64a61af27e0d159aa6348326a10b936731f50a0c4f179cede563357117,Entropy: 1.19 bits,circle,circle
644,Quantum Key: df85bb32401f75b8dfd254b73df637f853e109307c7b7b655cee6f8cdbf751c8,Entropy: 1.21 bits,rect,rect
645,Quantum Key: 25548e274bc2da554b395875d56a616b7f99df37e92d1bf79278c8b83bc00226,Entropy: 1.40 bits,rect,circle
646,Quantum Key: 166e00fb35ce96cba51e5382886e565c0faa0e4b63e8bd1ff9f67299b2081a4b,Entropy: 1.11 bits,circle,rect
647,Quantum Key: 60cd4ea43d54b52d3b372fc23ea7aea12061e35974626859c0633555194c3670,Entropy: 1.31 bits,ellipse,rect
648,Quantum Key: 026881f5aba10d935d23d284103a1d66bb8b45042b88aa68e3bdb48127050eb1,Entropy: 1.37 bits,circle,circle
649,Quantum Key: 62978e6cfa139062ad02725f568f031f5288e649af97723f42567a9e7b279cb1,Entropy: 1.24 bits,circle,circle
650,Quantum Key: f1883303db484c4e08c7efc621d4a74668c403baf1672b5a79dc4ec841437273,Entropy: 1.22 bits,circle,circle
651,Quantum Key: 7e0bc0ed1e1d3a03a326772484998c5c6644eb354c77e2a1b4f6a0aad8af38da,Entropy: 1.24 bits,circle,circle
652,Quantum Key: 6ff8316547e63b5d0bc71eae66082a584085cf700eb69c5970a2c3899fef9e70,Entropy: 1.30 bits,rect,ellipse
653,Quantum Key: ec31cace0ef881ea3ed7ec3cc617e07c7b2e908f94b14baade626fa290c2f4ba,Entropy: 1.27 bits,circle,rect
654,Quantum Key: 2f0c2ccfc00fcfee554bbd4d544abc159dd2272c7427a1ef1d923262b5caae61,Entropy: 1.27 bits,circle,ellipse
655,Quantum Key: 07661ac18090fd0de00670a75255f11fc2368e9a6b3a43a395dccfde6c5629ae,Entropy: 1.39 bits,ellipse,ellipse
656,Quantum Key: a2cc28231f5d4848fb53f9cfbf0acd1bca55b2b153b937914b29b2d3a13d54dc,Entropy: 1.35 bits,rect,circle
657,Quantum Key: 77fe81b274eae3e3763733e98877467d7e83ba36fc43f454edee27891a767db5,Entropy: 1.30 bits,circle,rect
658,Quantum Key: 6940ac18664296674679223bda87deb3098b36f3bdee253c6b9d9c105493e1dc,Entropy: 1.30 bits,circle,rect
659,Quantum Key: 4e41ad81ef1432321b7e4577a09a2abf8c988b05f18b6c6ae6c3fd4ba1c1b3da,Entropy: 1.12 bits,rect,ellipse
660,Quantum Key: 82810ede8d008372c8808291978e01f9822b95e503aa2e4b4911eca9eb3024d4,Entropy: 1.37 bits,ellipse,circle
661,Quantum Key: f76224668bb8b27bec5eebd2dc119e32723efa79fe0cff50173bde89af1743ca,Entropy: 1.10 bits,ellipse,ellipse
662,Quantum Key: 21b7357a981c7a4396f6e328cce46afe8fd57892f6e7ae210a9595b08c699986,Entropy: 1.16 bits,rect,rect
663,Quantum Key: 1a256da9f6f46f86f49005dad2451556e12186f6c67ca2dfd61d86f7c9628603,Entropy: 1.14 bits,ellipse,ellipse
664,Quantum Key: 6e3ba75a36d89a52530b7ab5cc985e20efa5f8212036bced4765b78e88a79eb4,Entropy: 1.30 bits,ellipse,ellipse
665,Quantum Key: 2a2d5a3421ad8c807614801e99d549547b064e3f2b06eea5887fcba3dd819c5f,Entropy: 1.32 bits,ellipse,ellipse
666,Quantum Key: f653f2d059661f5a7e41c5ba293f13d5ffa3629c5cdaee33496e44dea9f3e925,Entropy: 1.13 bits,circle,rect
667,Quantum Key: d6a8b7242d34ac2fd69397267261bf4f6468b7f87d718db6d3b7a7dcb7ef034c,Entropy: 1.09 bits,rect,rect
668,Quantum Key: 3711bef45a24b07790dc737e8bc0ed2c13baf4be53fe4865d6a25eed69085631,Entropy: 1.25 bits,ellipse,rect
669,Quantum Key: 6c425550d54366baed765e9a222c3689d399f33c71b652e358a79c9a9f6a2514,Entropy: 1.27 bits,circle,rect
670,Quantum Key: a18dd82bba441160f46039dbbb11af150c92cb5d9eedf6fb3d18b1240a0d040a,Entropy: 1.17 bits,rect,rect
671,Quantum Key: 09647af901dbf1947af1034167282c01862b4a943f9ba3bf6a9120bb47c02345,Entropy: 1.22 bits,circle,ellipse
672,Quantum Key: ee6c31d836ee5d2bc474023d5e1da664fcd3857c9303bf2b8e810da9088dfa02,Entropy: 1.16 bits,circle,circle
673,Quantum Key: 004a624ef970401bf64b6b93cb2e14e02e0df3c49c192b7e5f6716c4a5c9616a,Entropy: 1.13 bits,circle,circle
674,Quantum Key: 391b680448b539bff82f0a30addf3870eab9620d9c38499b0466494d60017775,Entropy: 1.24 bits,rect,circle
675,Quantum Key: b284481221a9c8a6d66f38eb5020d7be0d68392bca7d6aeed84a5234a382d3f3,Entropy: 1.37 bits,circle,circle
676,Quantum Key: 294d5b67d52bf7879ad654796ead34a4c819a79e999aa1405432fd64829d4eef,Entropy: 1.20 bits,ellipse,rect
677,Quantum Key: c6f9aea8830e64934db4c012e6507572615b34f8473dadf5d8f2594bcabdc7d8,Entropy: 1.20 bits,circle,rect
678,Quantum Key: dd780561100a3844dfe0045797f951d7db192d2fb97fe900130ea649c4ecb0a8,Entropy: 1.03 bits,ellipse,ellipse
679,Quantum Key: 73545fefd6d6daaaf22b3451e19e18f6fb3f26b098037e46b1e1ab12358e65a1,Entropy: 1.12 bits,circle,ellipse
680,Quantum Key: 77656648d67ca0931cb2ff1188f3ff6e1aa66b604f6a31c41e7462f7b814698f,Entropy: 1.17 bits,rect,ellipse
681,Quantum Key: c5c6013c90b43cc8be77b751de02dc4922bd726604239eb8f2ff23ff97d0e268,Entropy: 1.49 bits,ellipse,ellipse
682,Quantum Key: 0bfd3d1da9d4aca7c084cbf640dfa66c02f7f62ac533e167091dfca99b61cde8,Entropy: 1.15 bits,ellipse,rect
683,Quantum Key: 1b0aedc3c1aa40090971f83af6d66788918b759c94b1f0e3c76c2b582266d149,Entropy: 1.17 bits,rect,ellipse
684,Quantum Key: 5d295b1979dd265a8ab71c3f9b557d9ad06540a5afac0739151432d39e90a841,Entropy: 1.17 bits,rect,rect
685,Quantum Key: 54afd47320017c7ec73179e98fbd82bf0ebb012080539b2956687792fb912906,Entropy: 1.20 bits,ellipse,circle
686,Quantum Key: b4a888e0979b6322b53704f49dd33d4990976195999cf0fcfb0714f3da6407ae,Entropy: 1.37 bits,rect,rect
687,Quantum Key: 0c0e960be0ba4ba8d3316c1e7aef203846106ef7937bf62c6bb459cdfe3ae7d6,Entropy: 1.26 bits,rect,circle
688,Quantum Key: 72492016106cc9bff59696ca7d68aef6301670fb4c7ad96ad3d2aa2f679c4c84,Entropy: 1.52 bits,ellipse,circle
689,Quantum Key: 26099f5a6ac0901ea2c0ed600f2a3a5c4bcfab5e0ac71e2bb3387f96bf953be1,Entropy: 1.26 bits,rect,rect
690,Quantum Key: c0e3c61b92490ce7d0f162814190fcb68f85fdc7781f5d13440ab64f03a9cc69,Entropy: 1.25 bits,ellipse,ellipse
691,Quantum Key: 9de31105421f06c293cbfa5cc88fc07cc5ea70fd55d50617440fdef22e1db95f,Entropy: 1.19 bits,ellipse,circle
692,Quantum Key: aa7f5a42965540149dd279999e441669bb53956c23b3eb3c9980816ef9161849,Entropy: 1.36 bits,rect,rect
693,Quantum Key: 7d420be88d1391c4a5de24168d08a372b79cb2c62fcb1aba6f7d10c44aa48c59,Entropy: 1.28 bits,ellipse,rect
1,Quantum Key: f8587fce962ca201f541578a9bd2738a924e8a46bee4f58964033b775bf0f2ba,Entropy: 1.81 bits,ellipse
2,Quantum Key: 720162654a5d2b90783c171248294aa02b95272bbdb508f3b13cc0a29e82eb95,Entropy: 1.71 bits,rect
3,Quantum Key: ee63c6eed8af1e74ba8d0489f3a98fa6552055a4e7af8160914669ee3100ef52,Entropy: 1.33 bits,rect
4,Quantum Key: adcc9fef032756ef5c206108015cba15992a280e5fe9dffd5e7c0bf05d6f0729,Entropy: 1.56 bits,circle
5,Quantum Key: 499e116841dc4711fac138a0fb226914cddf290c7322a017d4b02a2bc7a59e0c,Entropy: 1.65 bits,rect
6,Quantum Key: ada938965c4e7249e4c0a7bcade610debd20e8a19c677d5d7991f62539d2e385,Entropy: 1.61 bits,circle
7,Quantum Key: e768e41e8abf001fc4adb1a53946f27f4f712783249de1c89e1b3a5a363e33ca,Entropy: 1.66 bits,ellipse
8,Quantum Key: 9e707db7f028362645df0e797b78fb45472d619475455589adca7061edcd2ec9,Entropy: 1.78 bits,circle
9,Quantum Key: 3ace5b9e2188c7dc7381aa39c5968e2f381c97cc03c8c101270005f67e097d84,Entropy: 1.76 bits,ellipse
10,Quantum Key: 87f8584f02adda0e37c4438939c9490a2888dc5fbf7838113fc6b459821e0336,Entropy: 1.55 bits,ellipse
11,Quantum Key: 2f3b32088d9ba2cc2fae40b9d45cdeb3dfded4ba71b1aa32854ac7446b394595,Entropy: 1.30 bits,ellipse
12,Quantum Key: 5eff4774bc4b02438611f6da4da14a59664ad87401d3e4134a71fc950a41f9ab,Entropy: 1.75 bits,ellipse
13,Quantum Key: d63dc9353027cd04afd4910db73ff99396f076e4e608abfa1979418b396651bc,Entropy: 1.70 bits,rect
14,Quantum Key: fd8d056419d6071ef2d39bc4f1a77d012a64e4af6100de0e41bd826bded67a16,Entropy: 1.57 bits,circle
15,Quantum Key: bd637f8afa9985c0224c89392aaa0f40432adf1796ddef5099eff6c9753cc809,Entropy: 1.69 bits,rect
16,Quantum Key: 67f35e08d913282f40886cbdc8677c1b54938909bb58697a59fcc01c7ac72e95,Entropy: 1.71 bits,rect
17,Quantum Key: f0dce23c6e575313490e7239bd2ff5d8eca3b1b77a1ca9cb49b37554670596bf,Entropy: 1.79 bits,rect
18,Quantum Key: 969813528253b731eb0637f5af2cf7c6aa80283588cf45b28e7e6294e48d7d9b,Entropy: 1.11 bits,ellipse
19,Quantum Key: 6bd7bf57d702850a97275220f9eaa712863f9d88b414d1b027cbd133196394e5,Entropy: 1.58 bits,ellipse
20,Quantum Key: 476507da182f0081a0ce871cf785dc5412381b8161e72a00f200b3bd18fcfa89,Entropy: 1.51 bits,rect
21,Quantum Key: 9019bda407f01afa78694ef8fec1ed513ea08055cb7f8073423f31db5f6b7977,Entropy: 1.37 bits,circle
22,Quantum Key: d6d86913379f6dc638322a8ac463136f4c004c294c0261b8e5299ab790b2c246,Entropy: 1.56 bits,rect
23,Quantum Key: 15768903472ec60570d26020c05a4561abc092da3fdc4b70aa71e5e3cd452dbe,Entropy: 1.72 bits,rect
24,Quantum Key: 28e597b484723e97812c1f7b010ae5da2ae4410d11945cd76d3382426f77a9c2,Entropy: 1.65 bits,ellipse
25,Quantum Key: 88cc55b07ecebc084bc2ac881de808eb6e4804c3922e33d62c97eae376759e43,Entropy: 1.68 bits,circle
26,Quantum Key: 8db5f9060d2b9b02f2a0bfc2fb1d1193e5f85c69f6ac13e19fa2949d3e02b7da,Entropy: 1.78 bits,ellipse
27,Quantum Key: 3447d5fc0ecebe8e199e1052bd213494af2c878c39ca2c1fadf7a5af6303f555,Entropy: 1.67 bits,circle
28,Quantum Key: aa4d5eed714636c407a8f5233727b2bfb75a400172df5abf8d386bedf3f2ca5c,Entropy: 1.67 bits,circle
29,Quantum Key: e889e6d439c27ed731cba960f207d50f28039d7c3391dbab0e85f9fb57303797,Entropy: 1.76 bits,circle
30,Quantum Key: 26e115590336144905bb5816b327b2427e04c9fc482b371bd995f32352f7cb79,Entropy: 1.52 bits,ellipse
31,Quantum Key: edfdbc98e3bfc6610f96fa91f0ebbfc648831c1a1d49d1786966db5512dbe8de,Entropy: 1.75 bits,ellipse
32,Quantum Key: e471913ccd4e12c4d2fc6742b1b4aeb48313b3342a8fe9aa2ae5bcc9de047757,Entropy: 1.74 bits,ellipse
33,Quantum Key: 112bcca5617caeb60401a9638c532e7c7eadfc5916b49618a257b3f623bcc4d5,Entropy: 1.75 bits,rect
34,Quantum Key: 69ab63a599894799b2e463ca93c0d21f6bfd8c9bc56f2980e628efe3ec828581,Entropy: 1.72 bits,circle
35,Quantum Key: 0ba33e2d841ac929c80fdc183c08db72e83e053db130bf1a1bf82467174f992f,Entropy: 1.74 bits,ellipse
36,Quantum Key: 1d0b7951be432614885ea73d340ee54559b98ed8c992e78acf192835168250ed,Entropy: 1.72 bits,rect
37,Quantum Key: 48bd4cb69b000dbc09d580cb6db73bab15ffeac718cef0b2d1b5d1acbd2dea13,Entropy: 1.71 bits,circle
38,Quantum Key: e98d1974e0d3f0035b836e205c49080f3df06c58bbe886d2caf5446db2a28489,Entropy: 1.67 bits,rect
39,Quantum Key: 755adcdbe73f99dba0e47a797275dac50ac54d0ed02c5fdaf50035f7e3e4eab4,Entropy: 1.65 bits,circle
40,Quantum Key: 944a4c1db1dca17b966a1d0248d128e7f8555a7aca0244643dd236ede222ad60,Entropy: 1.69 bits,circle
41,Quantum Key: 1931a8d489c51dbe17ae540ad17c625d725da3ed6b53e332fdc4b18581f4bbba,Entropy: 1.75 bits,ellipse
42,Quantum Key: b1960aa37bddb13b44080725c3b0c9773265cd789bcdbd8b2267428948f6a989,Entropy: 1.72 bits,circle
43,Quantum Key: e67290c79fe1898f18f46daef15928ab1c31f1ed55d987721922dd4d0e2b1a9a,Entropy: 1.68 bits,circle
44,Quantum Key: 65aa0314ff6d91157cd238b93e50defbb59e4020f192d46d767cb3f167acbb3b,Entropy: 1.67 bits,ellipse
45,Quantum Key: 21f26ad1965e74ece7408bbaf8870a349130a7882e10d08cce0fd478e33dce1c,Entropy: 1.65 bits,ellipse
46,Quantum Key: 9959b7ce4c6ad5b0805efd9e2948a09d9a886c76dc37db576951b0c57c757ef9,Entropy: 1.60 bits,ellipse
47,Quantum Key: 37fd2d645f6ad9f035462e6bff0307798cf47cccbc6167b2f3ca309a53c862fb,Entropy: 1.72 bits,rect
48,Quantum Key: 65b7dc543ca50e286254b17f328f6fb4bff37a53511ed23fbba7f4ac468b239c,Entropy: 1.54 bits,rect
49,Quantum Key: 31a5bcb0b97a70376ea66ab3b3090fc91e189a1d5ee96980ca9b749cc70dd333,Entropy: 1.77 bits,rect
50,Quantum Key: fd31a19b7fd3dca52179649c0b2277ffb6113f448163b322e0559b66a4c32262,Entropy: 1.67 bits,ellipse
51,Quantum Key: 0282edfd816518844be539904bddf841acd74e8b66e2fd429c44f22db4d67822,Entropy: 1.70 bits,ellipse
52,Quantum Key: c046d937f51ed9c9e64ef42e9ca6b4ddfaa7f5a727b2606cc492df6e63c1a436,Entropy: 1.73 bits,circle
53,Quantum Key: f49c34e6158e382d6b99f532ff6579f8ca7bd3d145e36a6d14dcc4fbf5f18fe5,Entropy: 1.67 bits,circle
54,Quantum Key: 2d4dbd9df65c8be5f055de17673ca64b4b856f357dff3ef35b8824fdf4ec97d6,Entropy: 1.56 bits,circle
55,Quantum Key: b85c3fb64967cd0e2b235f44461174d0ea6ded9604ddb41bf8e7962a2b67ff28,Entropy: 1.77 bits,ellipse
56,Quantum Key: 56278e90a0376c948d29a843c48c87abee09af2887a4c7d9d152134c647aa550,Entropy: 1.70 bits,ellipse
57,Quantum Key: e7e08932f7ca81e7c7ab6e823eb6eb0723e8bd11d6f8173960af5b6645bea9f4,Entropy: 1.70 bits,rect
58,Quantum Key: 842bda087572bb6c390edc77dc1fef03681cb581f7ac15db7c2db350dd4e09d1,Entropy: 1.65 bits,circle
59,Quantum Key: 5918bf2b626b084ac57dfe7d742d495d144ad8f56afe5f2dfe1fc6ff83e9184f,Entropy: 1.65 bits,rect
60,Quantum Key: 8fe9396df296bdec44252b6de86955b297b8aa8acba7ee6d36151644f725f46c,Entropy: 1.74 bits,ellipse
61,Quantum Key: c0c3da5a3fc2231ecf4ff753e6197f0950ec72461638a5b2b20d47887ae8efd3,Entropy: 1.77 bits,ellipse
62,Quantum Key: 5918b3502b9d9359f5c5771010eb16a34d772058b5f04ada786e56b98e634ef1,Entropy: 1.63 bits,circle
63,Quantum Key: ba35a7c0766aee037759177d6eec2b033487fcafb39af508b38c28a055b24f76,Entropy: 1.59 bits,ellipse
64,Quantum Key: a1d6c403c0ab9840a4de0d6355cbd9191f6b4bd9680cbf54f9ac74294b856132,Entropy: 1.78 bits,ellipse
65,Quantum Key: 7257f07f839b359f8b544407dc62080cfab7294aa1b273a7a844f5e417a24798,Entropy: 1.63 bits,ellipse
66,Quantum Key: a7f2bca485d5ef48e807658cc24f1e18c352788922ec159b2bea2452e95e16cb,Entropy: 1.62 bits,rect
67,Quantum Key: 1051c14aa8e5b467213a223d2837dad3d19edb80f6b97b80b7876b7ec6d39a8a,Entropy: 1.68 bits,rect
68,Quantum Key: 2da183515cd385d07512d389551df1933d7066f3cee1cabb535bcc0f9334f514,Entropy: 1.61 bits,circle
69,Quantum Key: c1d3928da5c34b503b2181349f9f4b661c58a6f447e41726b96e9dde4419b0ac,Entropy: 1.74 bits,rect
70,Quantum Key: 9403d63a331d45d6471f3ee23e16a7a34ca20b988d21451f6d9393af5ed9d069,Entropy: 1.72 bits,rect
71,Quantum Key: 91cd6bc67bb086eaf79f7adf553219a359fd4d8b4bfe53c5bfc1d3ab0863d29f,Entropy: 1.72 bits,rect
72,Quantum Key: d7bfbad70c804a41354955371da70422932136918b3d4899036b917e37e8108d,Entropy: 1.69 bits,rect
73,Quantum Key: f6c9fa194446397bc41dc6f820494407be544d496d65df2c675c0adfd8b0ea24,Entropy: 1.73 bits,circle
74,Quantum Key: 61037f38459ac05ed722cc52e65fe6af067500f7440a67e5cb03ae6791201716,Entropy: 1.37 bits,ellipse
75,Quantum Key: 46ae5c46bb0565784dd3a65d820a851c299797f26302fc8b972c3fb5b9a4b943,Entropy: 1.63 bits,ellipse
76,Quantum Key: f7062425ef2217749c3d6cf82b949a9e802ea30b2f37327bc35f9a018106cfde,Entropy: 1.57 bits,ellipse
77,Quantum Key: 164a5c9b8d7f180a4a19ad3527f1c10a66e52b876a7dcc5f14d184b2ecb3c315,Entropy: 1.65 bits,ellipse
78,Quantum Key: 37af7ec8020a167d382d9cc8b6e9ed4e089f8bef89bbf27825d31715805db5fb,Entropy: 1.74 bits,circle
79,Quantum Key: 88d74d5fceff368d6caf17e0ee5430be58cc8b056df052878d1fd0266eac3829,Entropy: 1.71 bits,circle
80,Quantum Key: fbf143a35188e49d4588728d04033dbdd5e1291f7f90be53d6e2ce3a2bfc0fa0,Entropy: 1.66 bits,circle
81,Quantum Key: 26387b8884ba7277b83d992ff09873f8d7683cd43eb4c4d3dbaeee3849dbb983,Entropy: 1.68 bits,circle
82,Quantum Key: 4a3513435e2942481145efb97e82df27ca37261647033037e7c89f1c63bc44c4,Entropy: 1.52 bits,circle
83,Quantum Key: d6e6903c7438213da2084e3a16879849650b22b35036372fe8e2a5a819ff15fb,Entropy: 1.69 bits,rect
84,Quantum Key: ef78fe7b66583fee520c0991924eff9363dc75bfa99ac9fcbb9d8e68868728c9,Entropy: 1.66 bits,rect
85,Quantum Key: ad54765ea680acf9070fcaec1c01b96f195d67bf4485a6f4acf308ef0621eec3,Entropy: 1.49 bits,ellipse
86,Quantum Key: c8c09784ac81126bd7c5e893b12a9f0a790bb73b96f9f17606fc0482c84c48ce,Entropy: 1.76 bits,rect
87,Quantum Key: 740fdfa5465847d7eb0ea75434e4a37cbed3558518f3d0a62a4a0522e2ae93ed,Entropy: 1.76 bits,rect
88,Quantum Key: 2485ce8786cc90a8152edc00d1a1e6b43680bcc3c30465c589cf353ab1b7a4d3,Entropy: 1.55 bits,ellipse
89,Quantum Key: 556f98d2583edb9548dfc8f4f75e8b523b27bac48ae97c7bc1c8723ba9e1e5f4,Entropy: 1.69 bits,rect
90,Quantum Key: 1bb2816596fc5f3a986101ead80f08d4c371458b2c095d6d46cf0ca6b374548a,Entropy: 1.71 bits,circle
91,Quantum Key: a4bc5c2a68c556836ae636d23967818be55e796f8d8f11157219110bee2fc1b6,Entropy: 1.69 bits,circle
92,Quantum Key: 6bd4ce1131df545bc92bbe93b799bd9e75ebe688749c72cfc3205bbc39555d8f,Entropy: 1.69 bits,ellipse
93,Quantum Key: f392e9396e3c50a4ff66fea822b8033d0d30096bb82374c606e6aa245690aa1a,Entropy: 1.70 bits,rect
94,Quantum Key: 24e4288f6e5a43c7b72a326cbcf3aefcf65ffa9465e88176c66143bc7c4c9d9f,Entropy: 1.53 bits,ellipse
95,Quantum Key: d3f8bbb6fc48d5d7149a91acd740a600fe212f0e75d0278610538c5c2c80c7ce,Entropy: 1.55 bits,circle
96,Quantum Key: e107f6ee9617eeff2969c2d1f4d061310560f866598375d9c0886c5c275137fc,Entropy: 1.62 bits,circle
97,Quantum Key: f60bb839df4d72eb8f6c1ec3a1477fe0dbb20e0c66f3130fc0279a3920e79522,Entropy: 1.60 bits,rect
98,Quantum Key: 306f74b62c35267fda41f973bdec9e3a40256dc486f9a47b35b5f7738cb4ca67,Entropy: 1.85 bits,ellipse
99,Quantum Key: 54a6719220f67e5a96e2e0f036c3685ac7077410949171121ab8330477df75a3,Entropy: 1.58 bits,ellipse
100,Quantum Key: 253729d1372d4152770fbc26b16fa06214f758e8b9f4119202a16e2e3467d7c8,Entropy: 1.79 bits,circle
101,Quantum Key: 1f6f8a0cbb25dd492e6d6551cb74f0f595558d720df55ef42dfafda03912c40e,Entropy: 1.64 bits,rect
102,Quantum Key: dc73940967b755678bce8128995420a106477dc9bd8ede332f4b48f5a4456ce5,Entropy: 1.58 bits,ellipse
103,Quantum Key: 398b7106ff6b6f3d98130000ca2c3e2772f0220d4891e74bdc1ccf33be0ddc6b,Entropy: 1.64 bits,rect
104,Quantum Key: 230547ac2d028a3b0a156b4a9b60880cbb203f521812f060b33888ce11c48a5e,Entropy: 1.61 bits,circle
105,Quantum Key: d40ddbba680e2b4f04a673bd2b477cdcef51509a8b693a406f0f2f0e2c0939c9,Entropy: 1.51 bits,circle
106,Quantum Key: acd8cf1729303cd9428c3dae6bbdec573f6ee8024a986a661d4d244c254a271e,Entropy: 1.65 bits,rect
107,Quantum Key: 6a65adfa9e25a43fc9ae758a86b3ff370cd9125e339f4820d75c71f7f122cb4f,Entropy: 1.62 bits,ellipse
108,Quantum Key: 9de31de2de2793b3158ee88bd33922f7f093fc2b2298e73d0d5f7aed6b1ac258,Entropy: 1.65 bits,ellipse
109,Quantum Key: 610fd8063b236c4645497158edb0e1a3c160cd68abca1973ba70054f80c3f388,Entropy: 1.54 bits,circle
110,Quantum Key: a8e8c6ad40744ddd6696f06b8b098d0322fad039cd01183054bb0b9b38b66763,Entropy: 1.79 bits,circle
111,Quantum Key: dd984d540111572d4fb6a5dc3b39297d0122c157bf22a93597289c4e452d5d51,Entropy: 1.66 bits,rect
112,Quantum Key: 1365d5defd97ca5d3202a5926714cf9baa3f9ce9c121860814202465ff7dd587,Entropy: 1.57 bits,ellipse
113,Quantum Key: 6479eaecc9b16a82cabea48f7a749f5ef937985cb2204720e99ff034d8b9d86b,Entropy: 1.76 bits,circle
114,Quantum Key: ac650464e4a2717f136d321f3d3301a9c5564e0e405a28ffcb6d31f191022eb6,Entropy: 1.48 bits,ellipse
115,Quantum Key: d01c2ef224f21f420e68df1e085aa193c84b140bfe8b51b5b23558061948a305,Entropy: 1.74 bits,rect
116,Quantum Key: 1aa3863eddd0c17b1a6a9c1a6d433f983de418b4d818e2baa9a9698c2c7dc60e,Entropy: 1.73 bits,circle
117,Quantum Key: 64775711f4b475207ef78523481e5498fab7691adb707756cc377dece9014d05,Entropy: 1.79 bits,circle
118,Quantum Key: 424d1cc3186fa3bf8a0c6e06497b89ec8144398405bf738979ec3f0b19020cdf,Entropy: 1.56 bits,ellipse
119,Quantum Key: 62cfc94a5d77d2f04f2238c51e24a6c7887a17fc56d4bc0bdc5c1511f14e56be,Entropy: 1.61 bits,ellipse
120,Quantum Key: 830cddc7597e50e062cf333c515f3586189b38bd8776227576d26ae5551b1cef,Entropy: 1.60 bits,circle
121,Quantum Key: 056840c2864609cf30813323ee12f7708455190d6a334181805d8fbaba785b84,Entropy: 1.48 bits,circle
122,Quantum Key: 1756d5189c8fb87f100bbdc424903b5475a89da094873226555bc3947824a601,Entropy: 1.61 bits,circle
123,Quantum Key: 00a499d17ecad7a774c0098c0900f2bf2590f2bc24f3343ee27c5cc574e10dc1,Entropy: 1.71 bits,rect
124,Quantum Key: 9f390d0c52390ef52773a8e08aabf1b3ff7dd128237c804a74b285fc6c183816,Entropy: 1.70 bits,rect
125,Quantum Key: d58552abb790cb9efdfd0e5f8fe29ce526c790276e26965e40955beedc075f19,Entropy: 1.54 bits,circle
